http://w1.c1.rada.gov.ua/pls/radan_gs09/ns_dep?vid=1&kod=95,http://w1.c1.rada.gov.ua/pls/radan_gs09/ns_dep?vid=1&kod=95
http://w1.c1.rada.gov.ua/pls/radan_gs09/ns_dep?vid=2&kod=279,http://w1.c1.rada.gov.ua/pls/radan_gs09/ns_dep?vid=2&kod=279
http://w1.c1.rada.gov.ua/pls/radan_gs09/ns_golos?g_id=325,http://w1.c1.rada.gov.ua/pls/radan_gs09/ns_golos?g_id=325
http://w1.c1.rada.gov.ua/pls/site2/p_deputat_list,http://w1.c1.rada.gov.ua/pls/site2/p_deputat_list
http://w1.c1.rada.gov.ua/pls/site2/pkg_public_info.request_form,http://w1.c1.rada.gov.ua/pls/site2/pkg_public_info.request_form
http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53303,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=53303
http://w1.c1.rada.gov.ua/pls/zweb2/webproc555,http://w1.c1.rada.gov.ua/pls/zweb2/webproc555
http://web.eduskunta.fi/Resource.phx/eduskunta/organisaatio/hallinto/organisaatiokaavio.htx,http://web.eduskunta.fi/Resource.phx/eduskunta/organisaatio/hallinto/organisaatiokaavio.htx
http://web.eduskunta.fi/Resource.phx/eduskunta/tervetuloa/valiokunta/valiokunta.htx#Valiokuntien%20tehtävät,http://web.eduskunta.fi/Resource.phx/eduskunta/tervetuloa/valiokunta/valiokunta.htx#Valiokuntien%20tehtävät
http://webtv.camera.it/home,http://webtv.camera.it/home
http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=11368,http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=11368
http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125,http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=4125
http://www.asamblea.gob.sv/comisiones-legislativas,http://www.asamblea.gob.sv/comisiones-legislativas
http://www.asamblea.gob.sv/eparlamento/indice-legislativo,http://www.asamblea.gob.sv/eparlamento/indice-legislativo
http://www.asamblea.gob.sv/eparlamento/indice-legislativo/buscador-de-documentos-legislativos,http://www.asamblea.gob.sv/eparlamento/indice-legislativo/buscador-de-documentos-legislativos
http://www.asamblea.gob.sv/pleno,http://www.asamblea.gob.sv/pleno
http://www.asamblea.gob.sv/pleno/gpm,http://www.asamblea.gob.sv/pleno/gpm
http://www.asamblea.gob.sv/politicas-de-privacidad,http://www.asamblea.gob.sv/politicas-de-privacidad
http://www.asamblea.gob.sv/sesion-plenaria,http://www.asamblea.gob.sv/sesion-plenaria
http://www.asamblea.gob.sv/sesion-plenaria/agenda,http://www.asamblea.gob.sv/sesion-plenaria/agenda
http://www.asamblea.gob.sv/sesion-plenaria/dictamenes,http://www.asamblea.gob.sv/sesion-plenaria/dictamenes
http://www.asamblea.gob.sv/sesion-plenaria/informes-trimestrales-comisiones,http://www.asamblea.gob.sv/sesion-plenaria/informes-trimestrales-comisiones
http://www.asamblea.gob.sv/sesion-plenaria/votaciones-electronicas,http://www.asamblea.gob.sv/sesion-plenaria/votaciones-electronicas
http://www.asamblea.gob.sv/sesion-plenaria/votaciones-electronicas/dictamenes/hacienda-dict.-no335-fav,http://www.asamblea.gob.sv/sesion-plenaria/votaciones-electronicas/dictamenes/hacienda-dict.-no335-fav
http://www.assembly.go.kr/assm/assemact/account/account0101/assmBudget/budgetUserList.do,http://www.assembly.go.kr/assm/assemact/account/account0101/assmBudget/budgetUserList.do
http://www.assembly.go.kr/assm/assemact/account/account0102/assmAccount/accountUserList.do,http://www.assembly.go.kr/assm/assemact/account/account0102/assmAccount/accountUserList.do
http://www.assembly.go.kr/assm/assemact/council/council0101/assmSchCal/assemSchCal.do,http://www.assembly.go.kr/assm/assemact/council/council0101/assmSchCal/assemSchCal.do
http://www.assembly.go.kr/assm/assemact/council/council0102/assmSchNotice/assmSchNoticeList.do,http://www.assembly.go.kr/assm/assemact/council/council0102/assmSchNotice/assmSchNoticeList.do
http://www.assembly.go.kr/assm/memact/congressman/memCond/memCond.do,http://www.assembly.go.kr/assm/memact/congressman/memCond/memCond.do
http://www.assembly.go.kr/views/cms/assm/assembly/assorgani/assorgani01.jsp,http://www.assembly.go.kr/views/cms/assm/assembly/assorgani/assorgani01.jsp
http://www.assembly.go.kr/views/cms/assm/assembly/assorgani/assorgani0301.jsp,http://www.assembly.go.kr/views/cms/assm/assembly/assorgani/assorgani0301.jsp
http://www.assembly.go.kr/views/cms/assm/memact/chairman/chairman03.jsp,http://www.assembly.go.kr/views/cms/assm/memact/chairman/chairman03.jsp
http://www.assnat.cm/index.php/fr/les-lois/les-lois-en-examen,http://www.assnat.cm/index.php/fr/les-lois/les-lois-en-examen
http://www.bundeshaushalt-info.de/startseite/#/2015/soll/ausgaben/einzelplan/02.html,http://www.bundeshaushalt-info.de/startseite/#/2015/soll/ausgaben/einzelplan/02.html
http://www.bundestag.de/bundestag/ausschuesse18/index.html,http://www.bundestag.de/bundestag/ausschuesse18/index.html
http://www.bundestag.de/url/mediathek/ausschusssitzungen,http://www.bundestag.de/url/mediathek/ausschusssitzungen
http://www.camara.gov.br/cota-parlamentar/,http://www.camara.gov.br/cota-parlamentar/
http://www.camara.leg.br/internet/agendacamara/,http://www.camara.leg.br/internet/agendacamara/
http://www.camara.leg.br/sileg/default.asp,http://www.camara.leg.br/sileg/default.asp
http://www.camera.it/application/xmanager/projects/Leg17/file/conoscere_la_camera/primosemestre2014.pdf,http://www.camera.it/application/xmanager/projects/Leg17/file/conoscere_la_camera/primosemestre2014.pdf
http://www.camera.it/leg17/1003,http://www.camera.it/leg17/1003
http://www.camera.it/leg17/126?pdl=2629-A,http://www.camera.it/leg17/126?pdl=2629-A
http://www.camera.it/leg17/14?conoscerelacamera=89,http://www.camera.it/leg17/14?conoscerelacamera=89
http://www.camera.it/leg17/141,http://www.camera.it/leg17/141
http://www.camera.it/leg17/187,http://www.camera.it/leg17/187
http://www.camera.it/leg17/201,http://www.camera.it/leg17/201
http://www.camera.it/leg17/207,http://www.camera.it/leg17/207
http://www.camera.it/leg17/210,http://www.camera.it/leg17/210
http://www.camera.it/leg17/369?conoscerelacamera=85,http://www.camera.it/leg17/369?conoscerelacamera=85
http://www.camera.it/leg17/391?conoscerelacamera=9,http://www.camera.it/leg17/391?conoscerelacamera=9
http://www.camera.it/leg17/438?shadow_regolamento_capi=917&shadow_regolamento_articoli_titolo=Articolo%204,http://www.camera.it/leg17/438?shadow_regolamento_capi=917&shadow_regolamento_articoli_titolo=Articolo%204
http://www.camera.it/leg17/438?shadow_regolamento_capi=941&shadow_regolamento_articoli_titolo=Articolo%2019,http://www.camera.it/leg17/438?shadow_regolamento_capi=941&shadow_regolamento_articoli_titolo=Articolo%2019
http://www.camera.it/leg17/481,http://www.camera.it/leg17/481
http://www.camera.it/leg17/520?tipo=incrementale&elenco=i_201410_ga,http://www.camera.it/leg17/520?tipo=incrementale&elenco=i_201410_ga
http://www.camera.it/leg17/619?conoscerelacamera=11,http://www.camera.it/leg17/619?conoscerelacamera=11
http://www.camera.it/leg17/69?testostrumenti=2,http://www.camera.it/leg17/69?testostrumenti=2
http://www.camera.it/leg17/737,http://www.camera.it/leg17/737
http://www.camera.it/leg17/76,http://www.camera.it/leg17/76
http://www.camera.it/leg17/76?view=76&active_tab_3806=4184&element_id=agenda_lavori,http://www.camera.it/leg17/76?view=76&active_tab_3806=4184&element_id=agenda_lavori
http://www.camera.it/leg17/921?shadow_deputato=302940,http://www.camera.it/leg17/921?shadow_deputato=302940
http://www.camera.it/leg17/99?shadow_organo_parlamentare=2075,http://www.camera.it/leg17/99?shadow_organo_parlamentare=2075
http://www.cdep.ro/,http://www.cdep.ro/
http://www.cdep.ro/co/sedinte.comisii?care=1,http://www.cdep.ro/co/sedinte.comisii?care=1
http://www.cdep.ro/co/sedinte.lista,http://www.cdep.ro/co/sedinte.lista
http://www.cdep.ro/informatii_publice/achizitii.home,http://www.cdep.ro/informatii_publice/achizitii.home
http://www.cdep.ro/pdfs/regulament_republicat2012.pdf,http://www.cdep.ro/pdfs/regulament_republicat2012.pdf
http://www.cdep.ro/pls/caseta/eCaseta.Agenda,http://www.cdep.ro/pls/caseta/eCaseta.Agenda
http://www.cdep.ro/pls/caseta/eCaseta.OrdineZi,http://www.cdep.ro/pls/caseta/eCaseta.OrdineZi
http://www.cdep.ro/pls/dic/servicii.conducere,http://www.cdep.ro/pls/dic/servicii.conducere
http://www.cdep.ro/pls/dic/site.page?den=introcd1-g,http://www.cdep.ro/pls/dic/site.page?den=introcd1-g
http://www.cdep.ro/pls/dic/site.page?den=regcd1_1#s15,http://www.cdep.ro/pls/dic/site.page?den=regcd1_1#s15
http://www.cdep.ro/pls/dic/site.page?den=servicii1,http://www.cdep.ro/pls/dic/site.page?den=servicii1
http://www.cdep.ro/pls/dic/site.page?id=204,http://www.cdep.ro/pls/dic/site.page?id=204
http://www.cdep.ro/pls/dic/site.page?id=405,http://www.cdep.ro/pls/dic/site.page?id=405
http://www.cdep.ro/pls/parlam/informatii_economice.home,http://www.cdep.ro/pls/parlam/informatii_economice.home
http://www.cdep.ro/pls/parlam/structura.co?leg=2012,http://www.cdep.ro/pls/parlam/structura.co?leg=2012
http://www.cdep.ro/pls/parlam/structura.de?leg=2012&par=C,http://www.cdep.ro/pls/parlam/structura.de?leg=2012&par=C
http://www.cdep.ro/pls/parlam/structura.fp?leg=2012,http://www.cdep.ro/pls/parlam/structura.fp?leg=2012
http://www.cdep.ro/pls/proiecte/upl_pck.home,http://www.cdep.ro/pls/proiecte/upl_pck.home
http://www.cdep.ro/pls/steno/eVot.Data,http://www.cdep.ro/pls/steno/eVot.Data
http://www.cdep.ro/pls/steno/evot.nominal?idv=11969&idl=1,http://www.cdep.ro/pls/steno/evot.nominal?idv=11969&idl=1
http://www.cdep.ro/pls/steno/steno.home,http://www.cdep.ro/pls/steno/steno.home
http://www.cdep.ro/pls/steno/steno.video?sursa=1,http://www.cdep.ro/pls/steno/steno.video?sursa=1
http://www.congreso.es/portal/page/portal/2BB9F823FB96506EE043AC1A8003506E,http://www.congreso.es/portal/page/portal/2BB9F823FB96506EE043AC1A8003506E
http://www.congreso.es/portal/page/portal/B84A65E9D888B19CE043AC1A640CB19C,http://www.congreso.es/portal/page/portal/B84A65E9D888B19CE043AC1A640CB19C
http://www.congreso.es/portal/page/portal/Congreso/Congreso,http://www.congreso.es/portal/page/portal/Congreso/Congreso
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad and http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/ConOrdDia,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad and http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/ConOrdDia
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/CalSesPle,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/CalSesPle
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/ConOrdDia/ConOrdDiaCom,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/ConOrdDia/ConOrdDiaCom
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/Votaciones,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Actualidad/Votaciones
http://www.congreso.es/portal/page/portal/Congreso/Congreso/CongresoTV/ConDir,http://www.congreso.es/portal/page/portal/Congreso/Congreso/CongresoTV/ConDir
http://www.congreso.es/portal/page/portal/Congreso/Congreso/CongresoTV/HistEmisionFecha,http://www.congreso.es/portal/page/portal/Congreso/Congreso/CongresoTV/HistEmisionFecha
http://www.congreso.es/portal/page/portal/Congreso/Congreso/CongresoTV/HistEmisionFecha?_piref73_2824053_73_2140072_2140072.next_page=/wc/audiovisualEmisionesOrgano&idLegislatura=10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/CongresoTV/HistEmisionFecha?_piref73_2824053_73_2140072_2140072.next_page=/wc/audiovisualEmisionesOrgano&idLegislatura=10
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Hist_Normas/Funciones1,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Hist_Normas/Funciones1
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Hist_Normas/Norm/Reglam,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Hist_Normas/Norm/Reglam
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Informacion/PerfilcontratanteCong,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Informacion/PerfilcontratanteCong
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Informacion/Presupuesto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Informacion/Presupuesto
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/Busqueda%20Avanzada,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/Busqueda%20Avanzada
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/ProydeLey and http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/PropLey,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/ProydeLey and http://www.congreso.es/portal/page/portal/Congreso/Congreso/Iniciativas/PropLey
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Intervenciones,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Intervenciones
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Intervenciones/Busqueda%20avanzada,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Intervenciones/Busqueda%20avanzada
http://www.congreso.es/portal/page/portal/Congreso/Congreso/Publicaciones/Aviso_Legal,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Publicaciones/Aviso_Legal
http://www.congreso.gob.gt/administracion.php,http://www.congreso.gob.gt/administracion.php
http://www.congreso.gob.gt/congreso-en-vivo.php,http://www.congreso.gob.gt/congreso-en-vivo.php
http://www.congreso.gob.gt/diario-de-sesiones.php,http://www.congreso.gob.gt/diario-de-sesiones.php
http://www.congreso.gob.gt/junta-directiva.php,http://www.congreso.gob.gt/junta-directiva.php
http://www.congreso.gob.gt/legislaturas.php,http://www.congreso.gob.gt/legislaturas.php
http://www.congreso.gob.gt/liquidacion-de-fondos.php,http://www.congreso.gob.gt/liquidacion-de-fondos.php
http://www.congreso.gob.gt/marco-legal.php,http://www.congreso.gob.gt/marco-legal.php
http://www.diputados.gov.ar/,http://www.diputados.gov.ar/
http://www.diputados.gov.ar/comisiones/agenda/agenda_ver_todo.html,http://www.diputados.gov.ar/comisiones/agenda/agenda_ver_todo.html
http://www.diputados.gov.ar/comisiones/index.html?mostrar=permanentes,http://www.diputados.gov.ar/comisiones/index.html?mostrar=permanentes
http://www.diputados.gov.ar/institucional/reglamento/index.html,http://www.diputados.gov.ar/institucional/reglamento/index.html
http://www.diputados.gov.ar/proyectos/buscador2015-99.html,http://www.diputados.gov.ar/proyectos/buscador2015-99.html
http://www.diputados.gov.ar/proyectos/ultimosProyectos.html,http://www.diputados.gov.ar/proyectos/ultimosProyectos.html
http://www.diputados.gov.ar/secadmin/ds_electronicos/actas_votacion-portada.html,http://www.diputados.gov.ar/secadmin/ds_electronicos/actas_votacion-portada.html
http://www.diputados.gov.ar/secparl/dcomisiones/od.html,http://www.diputados.gov.ar/secparl/dcomisiones/od.html
http://www.diputados.gov.ar/secparl/dip/legislacionNacional.html,http://www.diputados.gov.ar/secparl/dip/legislacionNacional.html
http://www.diputados.gov.ar/secparl/dtaqui/versiones/index.html,http://www.diputados.gov.ar/secparl/dtaqui/versiones/index.html
http://www.diputados.gov.ar/sesiones/sesion_en_vivo.html,http://www.diputados.gov.ar/sesiones/sesion_en_vivo.html
http://www.dksk.org.mk/imoti_2/,http://www.dksk.org.mk/imoti_2/
http://www.dpr.go.id/id/agenda/,http://www.dpr.go.id/id/agenda/
http://www.dpr.go.id/id/komisi,http://www.dpr.go.id/id/komisi
http://www.dpr.go.id/id/serba-serbi/tv-parlemen,http://www.dpr.go.id/id/serba-serbi/tv-parlemen
http://www.dpr.go.id/id/setjen/tentang-setjen,http://www.dpr.go.id/id/setjen/tentang-setjen
http://www.dpr.go.id/id/tentang-dpr/tata-tertib,http://www.dpr.go.id/id/tentang-dpr/tata-tertib
http://www.dpr.go.id/id/tentang-dpr/tata-tertib/bab-5,http://www.dpr.go.id/id/tentang-dpr/tata-tertib/bab-5
"http://www.eduskunta.fi/triphome/bin/akx3000.sh?kanta=utaptk&uusimmat=k&lajittelu=PAIVAMAARA+desc,tstamp+desc&VAPAAHAKU2=vpvuosi%3E2006&paluuhaku=/triphome/bin/akxhaku.sh%3Flyh=PTKSUP%3Flomake=akirjat/akx3100&haku=PTKSUP","http://www.eduskunta.fi/triphome/bin/akx3000.sh?kanta=utaptk&uusimmat=k&lajittelu=PAIVAMAARA+desc,tstamp+desc&VAPAAHAKU2=vpvuosi%3E2006&paluuhaku=/triphome/bin/akxhaku.sh%3Flyh=PTKSUP%3Flomake=akirjat/akx3100&haku=PTKSUP"
"http://www.emta.ee/index.php?id=12223, digital identification required","http://www.emta.ee/index.php?id=12223, digital identification required"
http://www.fin.ee/riigieelarve-2014,http://www.fin.ee/riigieelarve-2014
http://www.gesetze-im-internet.de/ifg/,http://www.gesetze-im-internet.de/ifg/
http://www.gesetze-im-internet.de/urhg/__5.html ,http://www.gesetze-im-internet.de/urhg/__5.html 
http://www.hcdn.gob.ar/comisiones/permanentes/caconstitucionales/,http://www.hcdn.gob.ar/comisiones/permanentes/caconstitucionales/
http://www.hcdn.gob.ar/comisiones/permanentes/caconstitucionales/reuniones/citaciones/,http://www.hcdn.gob.ar/comisiones/permanentes/caconstitucionales/reuniones/citaciones/
http://www.hcdn.gob.ar/comisiones/permanentes/clgeneral/proyectos/,http://www.hcdn.gob.ar/comisiones/permanentes/clgeneral/proyectos/
http://www.hcdn.gob.ar/comisiones/permanentes/clgeneral/proyectos/proyecto.jsp?id=138692,http://www.hcdn.gob.ar/comisiones/permanentes/clgeneral/proyectos/proyecto.jsp?id=138692
http://www.hcdn.gob.ar/diputados/listadip.html,http://www.hcdn.gob.ar/diputados/listadip.html
http://www.hcdn.gob.ar/diputados/nabdaladem/,http://www.hcdn.gob.ar/diputados/nabdaladem/
http://www.hcdn.gob.ar/institucional/autoridades/,http://www.hcdn.gob.ar/institucional/autoridades/
http://www.hcdn.gob.ar/institucional/infGestion/ejecucion_presupuestaria/index.html,http://www.hcdn.gob.ar/institucional/infGestion/ejecucion_presupuestaria/index.html
http://www.hellenicparliament.gr/,http://www.hellenicparliament.gr/
http://www.hellenicparliament.gr/Koinovouleftikes-Epitropes/Evdomadiaio-Deltio,http://www.hellenicparliament.gr/Koinovouleftikes-Epitropes/Evdomadiaio-Deltio
http://www.hellenicparliament.gr/Koinovouleftikes-Epitropes/Katigories,http://www.hellenicparliament.gr/Koinovouleftikes-Epitropes/Katigories
http://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?type=0_0_1_0_0,http://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?type=0_0_1_0_0
http://www.hellenicparliament.gr/Nomothetiko-Ergo/dailyplan,http://www.hellenicparliament.gr/Nomothetiko-Ergo/dailyplan
http://www.hellenicparliament.gr/Nomothetiko-Ergo/Psifisthenta-Nomoschedia,http://www.hellenicparliament.gr/Nomothetiko-Ergo/Psifisthenta-Nomoschedia
http://www.hellenicparliament.gr/Praktika/Optiko-akoustiko-yliko-synedriaseon-Koinovouleftikon-Epitropon,http://www.hellenicparliament.gr/Praktika/Optiko-akoustiko-yliko-synedriaseon-Koinovouleftikon-Epitropon
http://www.hellenicparliament.gr/Praktika/Optiko-akoustiko-yliko-synedriaseon-Olomeleias,http://www.hellenicparliament.gr/Praktika/Optiko-akoustiko-yliko-synedriaseon-Olomeleias
http://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias,http://www.hellenicparliament.gr/Praktika/Synedriaseis-Olomeleias
http://www.hellenicparliament.gr/Vouleftes/Ana-Koinovouleftiki-Omada/,http://www.hellenicparliament.gr/Vouleftes/Ana-Koinovouleftiki-Omada/
http://www.hellenicparliament.gr/Vouleftes/Viografika-Stoicheia/,http://www.hellenicparliament.gr/Vouleftes/Viografika-Stoicheia/
http://www.hellenicparliament.gr/Vouli-ton-Ellinon/Kanonismos-tis-Voulis/,http://www.hellenicparliament.gr/Vouli-ton-Ellinon/Kanonismos-tis-Voulis/
http://www.hellenicparliament.gr/Vouli-ton-Ellinon/Kanonismos-tis-Voulis/article-32/,http://www.hellenicparliament.gr/Vouli-ton-Ellinon/Kanonismos-tis-Voulis/article-32/
http://www.hellenicparliament.gr/Vouli-ton-Ellinon/To-Politevma/Syntagma/,http://www.hellenicparliament.gr/Vouli-ton-Ellinon/To-Politevma/Syntagma/
http://www.imprenta.gov.co/gacetap/gaceta.portals,http://www.imprenta.gov.co/gacetap/gaceta.portals
http://www.knesset.gov.il/agenda/heb/seder_vad.asp,http://www.knesset.gov.il/agenda/heb/seder_vad.asp
http://www.knesset.gov.il/agenda/heb/today.asp?view=committee,http://www.knesset.gov.il/agenda/heb/today.asp?view=committee
http://www.knesset.gov.il/committees/heb/docs/hchlatot.htm,http://www.knesset.gov.il/committees/heb/docs/hchlatot.htm
http://www.knesset.gov.il/lobbyist/heb/lobbyist.aspx,http://www.knesset.gov.il/lobbyist/heb/lobbyist.aspx
http://www.knesset.gov.il/mk/heb/mk.asp?ID=1,http://www.knesset.gov.il/mk/heb/mk.asp?ID=1
http://www.knesset.gov.il/mk/heb/mkexpenses_list.asp,http://www.knesset.gov.il/mk/heb/mkexpenses_list.asp
http://www.knesset.gov.il/presence/heb/PresentList.aspx,http://www.knesset.gov.il/presence/heb/PresentList.aspx
http://www.knesset.gov.il/privatelaw/Plaw_display.asp?lawtp=1,http://www.knesset.gov.il/privatelaw/Plaw_display.asp?lawtp=1
http://www.knesset.gov.il/privatelaw/Plaw_display.asp?lawtp=2,http://www.knesset.gov.il/privatelaw/Plaw_display.asp?lawtp=2
http://www.knesset.gov.il/protocols/search.asp,http://www.knesset.gov.il/protocols/search.asp
http://www.konfliktinteresa.me/new/index.php?option=com_content&view=article&id=160&Itemid=121&lang=me,http://www.konfliktinteresa.me/new/index.php?option=com_content&view=article&id=160&Itemid=121&lang=me
http://www.legislation.gov.uk/ukpga/2014/27/notes/contents,http://www.legislation.gov.uk/ukpga/2014/27/notes/contents
http://www.lob.jo/,http://www.lob.jo/
http://www.myipo.gov.my/hakcipta ,http://www.myipo.gov.my/hakcipta 
http://www.oireachtas.ie,http://www.oireachtas.ie
http://www.oireachtas.ie/bills,http://www.oireachtas.ie/bills
http://www.oireachtas.ie/members-hist/default.asp,http://www.oireachtas.ie/members-hist/default.asp
http://www.oireachtas.ie/parliament/,http://www.oireachtas.ie/parliament/
http://www.oireachtas.ie/parliament/about/,http://www.oireachtas.ie/parliament/about/
http://www.oireachtas.ie/parliament/about/administration/,http://www.oireachtas.ie/parliament/about/administration/
http://www.oireachtas.ie/parliament/about/publications/annualaccounts/,http://www.oireachtas.ie/parliament/about/publications/annualaccounts/
http://www.oireachtas.ie/parliament/media/michelle/parliamentworks/Parliamentary-Guide-Eng-(web).pdf,http://www.oireachtas.ie/parliament/media/michelle/parliamentworks/Parliamentary-Guide-Eng-(web).pdf
http://www.oireachtas.ie/parliament/oireachtasbusiness/committees_list/dailmembersinterests/,http://www.oireachtas.ie/parliament/oireachtasbusiness/committees_list/dailmembersinterests/
http://www.oireachtas.ie/parliament/oireachtasbusiness/www.oireachtas/committees/committee-reports/,http://www.oireachtas.ie/parliament/oireachtasbusiness/www.oireachtas/committees/committee-reports/
http://www.oireachtas.ie/parliament/privacypolicy/,http://www.oireachtas.ie/parliament/privacypolicy/
http://www.oireachtas.ie/parliament/tdssenators/registerofmembersinterests/,http://www.oireachtas.ie/parliament/tdssenators/registerofmembersinterests/
http://www.oireachtas.ie/parliament/watchlisten/,http://www.oireachtas.ie/parliament/watchlisten/
http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=130&m=o,http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=130&m=o
http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=169&m=m,http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=169&m=m
http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=5,http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=5
http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=60&m=w,http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=60&m=w
http://www.oireachtas.ie/viewdoc.asp?DocID=-1&StartDate=1+January+2011&CatID=5,http://www.oireachtas.ie/viewdoc.asp?DocID=-1&StartDate=1+January+2011&CatID=5
http://www.oireachtas.ie/ViewDoc.asp?fn=/documents/livewebcast/Web-Live.htm&CatID=83&m=o,http://www.oireachtas.ie/ViewDoc.asp?fn=/documents/livewebcast/Web-Live.htm&CatID=83&m=o
http://www.oireachtas.ie/viewdoc.asp?m=&DocID=-1&CatID=173,http://www.oireachtas.ie/viewdoc.asp?m=&DocID=-1&CatID=173
http://www.parlament.gov.rs/activities/calendar.594.html,http://www.parlament.gov.rs/activities/calendar.594.html
http://www.parlament.gov.rs/activities/national-assembly/sessions/regular.545.html,http://www.parlament.gov.rs/activities/national-assembly/sessions/regular.545.html
http://www.parlament.gov.rs/national-assembly/important-documents.531.html,http://www.parlament.gov.rs/national-assembly/important-documents.531.html
http://www.parlament.gov.rs/national-assembly/role-and-mode-of-operation/jurisdiction.501.html,http://www.parlament.gov.rs/national-assembly/role-and-mode-of-operation/jurisdiction.501.html
http://www.parlament.gov.rs/upload/archive/files/cir/pdf/ostala_akta/2013/RS30-13.pdf,http://www.parlament.gov.rs/upload/archive/files/cir/pdf/ostala_akta/2013/RS30-13.pdf
http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба/генерални-секретаријат-народне-скупштине/генерални-секретаријат-народне-скупштине.1494.html http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба.253.html,http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба/генерални-секретаријат-народне-скупштине/генерални-секретаријат-народне-скупштине.1494.html http://www.parlament.gov.rs/народна-скупштина/организација-и-стручна-служба.253.html
http://www.parlament.hu/a-bizottsagok-feladatai-es-jogai (but it is general for each of the committees),http://www.parlament.hu/a-bizottsagok-feladatai-es-jogai (but it is general for each of the committees)
http://www.parlament.hu/bizottsagi-meghivo-heti-bizottsagi-ulesek,http://www.parlament.hu/bizottsagi-meghivo-heti-bizottsagi-ulesek
http://www.parlament.hu/documents/10181/11066/szmsz_1m.pdf/54939252-532f-4bbb-9eb7-431e76a0601e,http://www.parlament.hu/documents/10181/11066/szmsz_1m.pdf/54939252-532f-4bbb-9eb7-431e76a0601e
http://www.parlament.hu/documents/10181/210059/2014_19_Palinka_jovedeki/7fff4f29-a006-483f-a8fd-70cfeb671aba,http://www.parlament.hu/documents/10181/210059/2014_19_Palinka_jovedeki/7fff4f29-a006-483f-a8fd-70cfeb671aba
