question_id,option,value,question
80,1 - 3 years,2,"Order of business:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
80,Less than 1 year,2,"Order of business:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
80,7 - 9 years,1,"Order of business:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
81,4 - 6 years,2,"Plenary transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
81,10 or more years,1,"Plenary transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
81,Not available,3,"Plenary transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
81,1 - 3 years,2,"Plenary transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
81,Less than 1 year,2,"Plenary transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
81,7 - 9 years,1,"Plenary transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
82,4 - 6 years,2,"Roll call voting record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
82,10 or more years,1,"Roll call voting record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
82,Not available,3,"Roll call voting record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
82,1 - 3 years,2,"Roll call voting record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
82,Less than 1 year,2,"Roll call voting record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
82,7 - 9 years,1,"Roll call voting record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
83,4 - 6 years,2,"Draft legislation:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
83,10 or more years,1,"Draft legislation:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
83,Not available,3,"Draft legislation:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
83,1 - 3 years,2,"Draft legislation:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
83,Less than 1 year,2,"Draft legislation:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
83,7 - 9 years,1,"Draft legislation:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
84,4 - 6 years,2,"Reports request by or submitted to parliament:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
84,10 or more years,1,"Reports request by or submitted to parliament:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
84,Not available,3,"Reports request by or submitted to parliament:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
84,1 - 3 years,2,"Reports request by or submitted to parliament:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
84,Less than 1 year,2,"Reports request by or submitted to parliament:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
84,7 - 9 years,1,"Reports request by or submitted to parliament:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
86,Other,0,Is a general description of committee powers and functions available to the public?
86,"Yes, online",1,Is a general description of committee powers and functions available to the public?
86,"Yes, offline",2,Is a general description of committee powers and functions available to the public?
86,No,3,Is a general description of committee powers and functions available to the public?
87,Other,0,"If committees have their own internal rules, is information on committee rules available to the public?"
87,"Yes, online",1,"If committees have their own internal rules, is information on committee rules available to the public?"
87,"Yes, offline",2,"If committees have their own internal rules, is information on committee rules available to the public?"
87,No,3,"If committees have their own internal rules, is information on committee rules available to the public?"
88,Yes,1,"In instances where committees meet in private, is the public typically informed why the meeting was held in private?"
88,Other,0,"In instances where committees meet in private, is the public typically informed why the meeting was held in private?"
88,No,3,"In instances where committees meet in private, is the public typically informed why the meeting was held in private?"
89,On demand archival streaming,1,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
89,In-person at the parliament,2,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
89,Live television,1,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
89,Committee meetings are not generally open to the public,3,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
89,Other,0,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
89,Live radio,1,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
89,Web streaming,1,What means does the parliament provide for a member of the public to observe or listen to public committee meetings?
90,Other,0,Is the committee schedule available to the public?
90,"Yes, online",1,Is the committee schedule available to the public?
90,"Yes, offline",2,Is the committee schedule available to the public?
90,No,3,Is the committee schedule available to the public?
91,1-3 days,2,"If available, how far in advance is the public notified of committee schedule?"
91,More than 2 weeks,1,"If available, how far in advance is the public notified of committee schedule?"
91,4-6 days,2,"If available, how far in advance is the public notified of committee schedule?"
91,1-2 weeks,1,"If available, how far in advance is the public notified of committee schedule?"
91,Other,0,"If available, how far in advance is the public notified of committee schedule?"
91,Less than 24 hours,2,"If available, how far in advance is the public notified of committee schedule?"
92,Other,0,Are committee meeting agendas available to the public?
92,"Yes, online",1,Are committee meeting agendas available to the public?
92,"Yes, offline",2,Are committee meeting agendas available to the public?
92,No,3,Are committee meeting agendas available to the public?
93,1-3 days,2,"If available, how far in advance is the public provided with committee meeting agendas?"
93,More than 2 weeks,1,"If available, how far in advance is the public provided with committee meeting agendas?"
93,4-6 days,2,"If available, how far in advance is the public provided with committee meeting agendas?"
93,1-2 weeks,1,"If available, how far in advance is the public provided with committee meeting agendas?"
93,Other,0,"If available, how far in advance is the public provided with committee meeting agendas?"
93,Less than 24 hours,2,"If available, how far in advance is the public provided with committee meeting agendas?"
94,Other,0,Are verbatim committee transcripts available to the public?
94,"Yes, online",1,Are verbatim committee transcripts available to the public?
94,"Yes, offline",2,Are verbatim committee transcripts available to the public?
94,No,3,Are verbatim committee transcripts available to the public?
95,Other,0,Is witness testimony at committee hearings available to the public?
95,"Yes, online",1,Is witness testimony at committee hearings available to the public?
95,"Yes, offline",2,Is witness testimony at committee hearings available to the public?
95,No,3,Is witness testimony at committee hearings available to the public?
96,Other,0,Are committee voting records available to the public?
96,"Yes, online",1,Are committee voting records available to the public?
96,"Yes, offline",2,Are committee voting records available to the public?
96,No,3,Are committee voting records available to the public?
97,Other,0,"With the exception of classified information, is evidence submitted to committees generally available to the public?"
97,"Yes, online",1,"With the exception of classified information, is evidence submitted to committees generally available to the public?"
97,"Yes, offline",2,"With the exception of classified information, is evidence submitted to committees generally available to the public?"
97,No,3,"With the exception of classified information, is evidence submitted to committees generally available to the public?"
98,Other,0,Are committee reports available to the public?
98,"Yes, online",1,Are committee reports available to the public?
98,"Yes, offline",2,Are committee reports available to the public?
98,No,3,Are committee reports available to the public?
99,Other,0,Are complete versions of committee resolutions available to the public?
99,"Yes, online",1,Are complete versions of committee resolutions available to the public?
99,"Yes, offline",2,Are complete versions of committee resolutions available to the public?
99,No,3,Are complete versions of committee resolutions available to the public?
100,Less than 24 hours,1,"Committee schedule (after schedule is set) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
100,4 - 6 days,2,"Committee schedule (after schedule is set) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
100,1 - 2 weeks,2,"Committee schedule (after schedule is set) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
100,More than 2 weeks,2,"Committee schedule (after schedule is set) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
100,1 - 3 days,1,"Committee schedule (after schedule is set) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
100,Not available,3,"Committee schedule (after schedule is set) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
101,Less than 24 hours,1,"Committee transcripts (after transcripts are recorded) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
101,4 - 6 days,2,"Committee transcripts (after transcripts are recorded) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
101,1 - 2 weeks,2,"Committee transcripts (after transcripts are recorded) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
101,More than 2 weeks,2,"Committee transcripts (after transcripts are recorded) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
101,1 - 3 days,1,"Committee transcripts (after transcripts are recorded) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
101,Not available,3,"Committee transcripts (after transcripts are recorded) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
102,Less than 24 hours,1,"Witness testimony (after testimony is submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
102,4 - 6 days,2,"Witness testimony (after testimony is submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
102,1 - 2 weeks,2,"Witness testimony (after testimony is submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
102,More than 2 weeks,2,"Witness testimony (after testimony is submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
102,1 - 3 days,1,"Witness testimony (after testimony is submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
102,Not available,3,"Witness testimony (after testimony is submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
103,Less than 24 hours,1,"Committee voting record (after votes are recorded):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
103,4 - 6 days,2,"Committee voting record (after votes are recorded):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
103,1 - 2 weeks,2,"Committee voting record (after votes are recorded):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
103,More than 2 weeks,2,"Committee voting record (after votes are recorded):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
103,1 - 3 days,1,"Committee voting record (after votes are recorded):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
103,Not available,3,"Committee voting record (after votes are recorded):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
104,Less than 24 hours,1,"Evidence submitted to committee (after evidence is submitted) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
104,4 - 6 days,2,"Evidence submitted to committee (after evidence is submitted) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
104,1 - 2 weeks,2,"Evidence submitted to committee (after evidence is submitted) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
104,More than 2 weeks,2,"Evidence submitted to committee (after evidence is submitted) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
104,1 - 3 days,1,"Evidence submitted to committee (after evidence is submitted) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
104,Not available,3,"Evidence submitted to committee (after evidence is submitted) :On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
105,Less than 24 hours,1,"Committee reports (after reports are submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
105,4 - 6 days,2,"Committee reports (after reports are submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
105,1 - 2 weeks,2,"Committee reports (after reports are submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
105,More than 2 weeks,2,"Committee reports (after reports are submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
105,1 - 3 days,1,"Committee reports (after reports are submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
105,Not available,3,"Committee reports (after reports are submitted):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
106,Less than 24 hours,1,"Committee resolutions (after resolution is introduced):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
106,4 - 6 days,2,"Committee resolutions (after resolution is introduced):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
106,1 - 2 weeks,2,"Committee resolutions (after resolution is introduced):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
106,More than 2 weeks,2,"Committee resolutions (after resolution is introduced):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
106,1 - 3 days,1,"Committee resolutions (after resolution is introduced):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
106,Not available,3,"Committee resolutions (after resolution is introduced):On average, how soon after a given action has taken place is the public notified and provided with the information listed below?"
107,Bulk download,1,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
107,Official bulletin or publication,2,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
107,API,1,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
107,Not available,3,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
107,Other,0,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
107,Parliamentary website,2,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
107,Mobile device,2,Committee functions and rules:Through which of the following means can information on parliamentary committees be accessed by the public?
108,Bulk download,1,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
108,Official bulletin or publication,2,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
108,API,1,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
108,Not available,3,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
108,Other,0,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
108,Parliamentary website,2,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
108,Mobile device,2,Committee schedule:Through which of the following means can information on parliamentary committees be accessed by the public?
109,Bulk download,1,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
109,Official bulletin or publication,2,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
109,API,1,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
109,Not available,3,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
109,Other,0,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
109,Parliamentary website,2,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
109,Mobile device,2,Committee transcripts:Through which of the following means can information on parliamentary committees be accessed by the public?
110,Bulk download,1,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
110,Official bulletin or publication,2,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
110,API,1,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
110,Not available,3,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
110,Other,0,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
110,Parliamentary website,2,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
110,Mobile device,2,Witness testimony:Through which of the following means can information on parliamentary committees be accessed by the public?
111,Bulk download,1,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
111,Official bulletin or publication,2,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
111,API,1,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
111,Not available,3,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
111,Other,0,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
111,Parliamentary website,2,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
111,Mobile device,2,Committee voting records:Through which of the following means can information on parliamentary committees be accessed by the public?
112,Bulk download,1,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
112,Official bulletin or publication,2,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
112,API,1,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
112,Not available,3,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
112,Other,0,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
112,Parliamentary website,2,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
112,Mobile device,2,Evidence submitted to committee :Through which of the following means can information on parliamentary committees be accessed by the public?
113,Bulk download,1,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
113,Official bulletin or publication,2,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
113,API,1,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
113,Not available,3,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
113,Other,0,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
113,Parliamentary website,2,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
113,Mobile device,2,Committee reports :Through which of the following means can information on parliamentary committees be accessed by the public?
114,Bulk download,1,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
114,Official bulletin or publication,2,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
114,API,1,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
114,Not available,3,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
114,Other,0,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
114,Parliamentary website,2,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
114,Mobile device,2,Committee resolutions:Through which of the following means can information on parliamentary committees be accessed by the public?
115,PDF,2,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,Word document (.doc),2,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,Not available,3,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,Excel or CSV,2,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,XML,1,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,Printed copy,2,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,Other,0,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
115,HTML,1,Committee functions and rules:In which of the following formats can information on parliamentary committees be accessed by the public?
116,PDF,2,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,Word document (.doc),2,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,Not available,3,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,Excel or CSV,2,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,XML,1,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,Printed copy,2,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,Other,0,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
116,HTML,1,Committee schedule:In which of the following formats can information on parliamentary committees be accessed by the public?
117,PDF,2,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,Word document (.doc),2,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,Not available,3,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,Excel or CSV,2,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,XML,1,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,Printed copy,2,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,Other,0,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
117,HTML,1,Committee transcripts:In which of the following formats can information on parliamentary committees be accessed by the public?
118,PDF,2,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,Word document (.doc),2,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,Not available,3,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,Excel or CSV,2,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,XML,1,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,Printed copy,2,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,Other,0,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
118,HTML,1,Witness testimony:In which of the following formats can information on parliamentary committees be accessed by the public?
119,PDF,2,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,Word document (.doc),2,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,Not available,3,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,Excel or CSV,2,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,XML,1,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,Printed copy,2,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,Other,0,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
119,HTML,1,Committee voting records:In which of the following formats can information on parliamentary committees be accessed by the public?
120,PDF,2,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,Word document (.doc),2,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,Not available,3,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,Excel or CSV,2,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,XML,1,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,Printed copy,2,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,Other,0,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
120,HTML,1,Evidence submitted to committee :In which of the following formats can information on parliamentary committees be accessed by the public?
121,PDF,2,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,Word document (.doc),2,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,Not available,3,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,Excel or CSV,2,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,XML,1,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,Printed copy,2,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,Other,0,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
121,HTML,1,Committee reports:In which of the following formats can information on parliamentary committees be accessed by the public?
122,PDF,2,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,Word document (.doc),2,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,Not available,3,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,Excel or CSV,2,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,XML,1,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,Printed copy,2,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,Other,0,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
122,HTML,1,Committee resolutions:In which of the following formats can information on parliamentary committees be accessed by the public?
123,4 - 6 years,2,"Committee functions and rules:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
123,10 or more years,1,"Committee functions and rules:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
123,Not available,3,"Committee functions and rules:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
123,1 - 3 years,2,"Committee functions and rules:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
123,Less than 1 year,2,"Committee functions and rules:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
123,7 - 9 years,1,"Committee functions and rules:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
124,4 - 6 years,2,"Committee schedule:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
124,10 or more years,1,"Committee schedule:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
124,Not available,3,"Committee schedule:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
124,1 - 3 years,2,"Committee schedule:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
124,Less than 1 year,2,"Committee schedule:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
124,7 - 9 years,1,"Committee schedule:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
125,4 - 6 years,2,"Committee transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
125,10 or more years,1,"Committee transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
125,Not available,3,"Committee transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
125,1 - 3 years,2,"Committee transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
125,Less than 1 year,2,"Committee transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
125,7 - 9 years,1,"Committee transcripts:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
126,4 - 6 years,2,"Witness testimony:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
126,10 or more years,1,"Witness testimony:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
126,Not available,3,"Witness testimony:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
126,1 - 3 years,2,"Witness testimony:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
126,Less than 1 year,2,"Witness testimony:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
126,7 - 9 years,1,"Witness testimony:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
127,4 - 6 years,2,"Committee voting records:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
127,10 or more years,1,"Committee voting records:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
127,Not available,3,"Committee voting records:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
127,1 - 3 years,2,"Committee voting records:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
127,Less than 1 year,2,"Committee voting records:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
127,7 - 9 years,1,"Committee voting records:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
128,4 - 6 years,2,"Evidence submitted to committee:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
128,10 or more years,1,"Evidence submitted to committee:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
128,Not available,3,"Evidence submitted to committee:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
128,1 - 3 years,2,"Evidence submitted to committee:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
128,Less than 1 year,2,"Evidence submitted to committee:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
128,7 - 9 years,1,"Evidence submitted to committee:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
129,4 - 6 years,2,"Committee reports :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
129,10 or more years,1,"Committee reports :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
129,Not available,3,"Committee reports :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
129,1 - 3 years,2,"Committee reports :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
129,Less than 1 year,2,"Committee reports :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
129,7 - 9 years,1,"Committee reports :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
130,4 - 6 years,2,"Committee resolutions:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
130,10 or more years,1,"Committee resolutions:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
130,Not available,3,"Committee resolutions:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
130,1 - 3 years,2,"Committee resolutions:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
130,Less than 1 year,2,"Committee resolutions:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
130,7 - 9 years,1,"Committee resolutions:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below generally available?"
132,Other,0,Is information on members' roles and committee memberships available to the public?
132,"Yes, online",1,Is information on members' roles and committee memberships available to the public?
132,"Yes, offline",2,Is information on members' roles and committee memberships available to the public?
